Kaggle_ID,Date,Hour,Temperature,Humidity,Wind speed,Visibility,Dew point temperature,Solar Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning Day,Record_id,Rented Bike Count
3551,12/5/2018,4,15.0,61,0.8,867,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes,1835106,202
3552,27/08/2018,22,23.5,88,0.6,2000,21.3,0.0,0.0,0.0,Sumer,No Holiday,Yes,8616170,1585
3553,1/3/2018,5,2.2,97,2.9,362,1.7,0.0,,0.0,Sproing,Holiday,Yes,702056,7
3554,12/12/2017,6,-11.8,47,2.5,1973,-20.8,0.0,0.0,0.0,Wintr,No Holiday,Yes,1178974,104
3555,24/08/2018,5,24.6,88,1.5,1967,22.4,,0.5,0.0,Summer,No Holiday,Yes,367958,36
3556,23/04/2018,0,10.7,94,2.6,477,9.7,0.0,2.0,0.0,Spring,No Holiday,Yes,1170981,79
3557,25/11/2018,6,1.7,95,0.7,220,0.9,,0.0,2.5,Autmn,No Holiday,Yes,1260857,74
3558,9/9/2018,6,15.8,69,0.9,2000,10.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1649255,257
3559,20/02/2018,9,-1.4,56,1.4,709,-9.0,0.54,0.0,0.0,Winter,No Holiday,Yes,2723797,407
3560,30/08/2018,3,24.1,97,2.5,1989,23.5,,1.5,0.0,Summer,No Holiday,Yes,932700,67
3561,29/11/2018,4,2.1,33,0.5,1981,-12.5,0.0,0.0,0.0,Autmn,No Holiday,Yes,948164,127
3562,12/5/2018,5,15.0,61,1.2,903,7.5,0.0,0.0,0.0,Sprng,No Holiday,Yes,490644,72
3563,21/01/2018,6,-3.1,54,1.4,1037,-11.1,0.0,0.0,0.0,Wintr,No Holiday,Yes,654548,38
3564,12/5/2018,-5,13.3,57,,1376,4.3,0.59,0.2,0.1,Summer,Holiday,No,2255388,309
3565,19/10/2018,9,11.1,53,1.0,2000,1.8,1.05,0.0,0.0,Autumn,No Holiday,Yes,6871457,1187
3566,30/09/2018,22,14.6,46,2.2,2000,3.0,0.0,0.0,0.0,Autmn,No Holiday,No,311888,0
3567,2/11/2018,14,18.0,31,1.2,1506,0.5,1.98,0.0,0.0,Autum,No Holiday,Yes,6769268,1164
3568,1/10/2018,6,13.3,56,2.3,2000,4.6,0.0,0.0,0.0,Autum,No Holiday,Yes,3718446,616
3569,28/08/2018,-4,12.5,57,1.6,1414,4.1,0.6,0.1,0.0,Winter,No Holiday,No,5333661,880
3570,5/8/2018,16,33.6,57,3.5,1901,23.8,2.19,0.0,0.0,Summer,No Holiday,Yes,4500840,834
3571,12/8/2018,4,28.1,63,0.8,2000,20.3,0.0,0.0,0.0,Summmer,No Holiday,Yes,2161864,260
3572,17/01/2018,-10,12.4,61,1.7,1451,4.5,0.61,0.2,0.0,Wonter,No Holiday,No,2356591,398
3573,14/03/2018,2,13.8,70,1.3,1363,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes,1609521,218
3574,18/01/2018,20,1.1,44,1.2,1171,-9.8,0.0,,0.0,Winteer,No Holiday,Yes,1802843,304
3575,21/09/2018,21,19.9,82,0.6,2000,16.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,8672097,1538
3576,19/12/2017,16,-1.8,31,3.1,1993,-16.7,0.56,0.0,2.0,Wonter,No Holiday,Yes,1643985,219
3577,3/6/2018,12,28.7,27,1.7,1843,7.8,3.29,0.0,0.0,Summr,No Holiday,Yes,6486313,1149
3578,2/3/2018,15,4.3,22,1.3,1837,-15.6,2.48,0.0,0.0,Sprng,No Holiday,Yes,2719864,455
3579,8/5/2018,17,21.7,38,2.0,2000,6.7,1.17,0.0,0.0,Sproing,No Holiday,Yes,10241071,2015
3580,22/05/2018,2,15.7,74,1.0,1313,11.0,0.0,0.0,0.0,Spring,Holiday,Yes,3983362,656
3581,12/7/2018,8,26.3,84,2.1,973,23.3,0.48,0.0,0.0,Sumer,No Holiday,Yes,9763516,1868
3582,2/10/2018,9,13.9,66,1.6,1427,7.6,1.11,0.0,0.0,Autmn,No Holiday,No,475490,0
3583,1/2/2018,1,-5.4,54,1.7,1996,-13.2,0.0,0.0,1.6,Wintr,No Holiday,Yes,1365377,147
3584,1/12/2017,19,0.0,77,1.7,2000,-3.5,0.0,0.0,0.0,Wintr,No Holiday,Yes,3856294,631
3585,11/7/2018,2,24.5,96,0.5,476,23.8,0.0,0.0,0.0,Summr,No Holiday,Yes,1319339,215
3586,28/01/2018,10,-5.9,35,1.9,1940,-18.9,0.53,0.0,0.0,Winter,No Holiday,Yes,1041549,118
3587,12/5/2018,-5,13.3,57,,1376,4.3,0.59,0.2,0.1,Summer,Holiday,No,2255388,309
3588,14/12/2017,20,-4.8,43,1.1,1397,-15.4,0.0,0.0,0.0,Winteer,No Holiday,Yes,2314163,297
3589,27/10/2018,13,10.6,38,4.6,2000,-3.1,,0.0,0.0,Autumn,No Holiday,Yes,6706785,1167
3590,17/08/2018,20,28.4,40,1.7,1887,13.4,0.0,0.0,0.0,Sumer,No Holiday,Yes,11153497,2206
3591,8/2/2018,13,0.3,30,1.4,1697,-15.2,2.11,0.0,0.0,Winteer,No Holiday,Yes,2078984,267
3592,31/07/2018,2,29.8,57,0.8,2000,20.3,0.0,0.0,0.0,Sumer,No Holiday,Yes,2978934,454
3593,16/10/2018,22,13.6,71,0.6,1457,8.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,7542712,1418
3594,26/12/2017,20,-6.1,32,4.7,2000,-20.1,0.0,0.0,0.0,Wonter,No Holiday,Yes,2040869,243
3595,11/11/2018,0,9.4,85,0.6,241,6.9,0.0,0.0,0.0,Autmn,No Holiday,Yes,3997916,619
3596,2/1/2018,19,-1.3,28,2.4,2000,-17.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2972313,434
3597,13/02/2018,18,3.1,50,3.7,2000,-6.3,0.07,0.0,0.0,Winteer,No Holiday,Yes,3433078,633
3598,10/7/2018,17,26.5,76,1.0,1400,21.9,,0.0,0.0,Sumer,No Holiday,Yes,8630536,1641
3599,18/01/2018,10,1.4,81,2.1,255,-1.5,0.21,0.0,0.0,Winter,No Holiday,Yes,1586635,177
3600,19/06/2018,15,26.7,42,2.6,1634,12.7,1.89,0.0,0.0,Summr,No Holiday,Yes,7796420,1409
3601,20/07/2018,4,25.1,83,0.0,1253,22.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1825483,299
3602,16/11/2018,4,,64,0.6,663,0.7,,0.0,0.0,Autum,No Holiday,Yes,1502376,171
3603,12/8/2018,10,31.6,51,2.3,1969,20.2,2.3,0.0,0.0,Summr,No Holiday,Yes,2672957,512
3604,11/3/2018,12,9.2,40,2.6,592,-3.7,2.47,0.0,0.0,Sproing,No Holiday,Yes,3618487,647
3605,1/5/2018,20,20.6,72,1.3,587,15.3,0.0,0.0,0.0,Spriing,Holiday,Yes,9242451,1794
3606,30/08/2018,14,27.5,66,2.8,989,20.5,0.76,0.0,0.0,Summmer,No Holiday,Yes,5104513,872
3607,14/10/2018,12,17.2,33,1.1,1258,0.7,2.28,0.0,0.0,Autumn,No Holiday,Yes,7170814,1410
3608,19/04/2018,21,14.2,44,2.4,1290,2.1,,0.0,0.0,Spring,No Holiday,Yes,6797354,1230
3609,27/06/2018,13,24.9,69,2.2,850,18.8,2.14,0.0,0.0,Summer,No Holiday,Yes,6471181,1247
3610,19/04/2018,16,19.8,25,,1132,-0.8,2.02,,0.0,Spring,No Holiday,Yes,6967379,1245
3611,5/9/2018,-1,12.4,58,1.7,1415,4.6,0.59,0.1,0.1,Autum,No Holiday,Yes,518967,0
3612,10/1/2018,8,-7.9,67,2.6,1896,-12.9,0.0,0.0,0.7,Wintr,No Holiday,Yes,2254643,417
3613,15/06/2018,-7,12.2,56,1.7,1457,4.4,0.48,0.1,0.1,Wintr,No Holiday,No,5361855,1014
3614,7/10/2018,20,15.5,37,1.9,2000,0.8,0.0,0.0,0.0,Autum,No Holiday,Yes,7635157,1486
3615,28/02/2018,-5,13.3,58,1.8,1397,5.1,0.57,0.1,0.1,Sumer,Holiday,Yes,2285574,410
3616,9/2/2018,-10,11.8,59,1.7,1406,3.4,,0.1,0.1,Sproing,Holiday,No,6394919,1100
3617,6/2/2018,3,-11.6,35,3.2,1992,-24.0,0.0,0.0,0.0,Winteer,No Holiday,Yes,680939,41
3618,16/09/2018,2,22.8,85,0.8,708,20.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,2879177,467
3619,9/1/2018,18,-3.8,58,1.7,1996,-10.8,0.01,0.0,0.0,Winter,No Holiday,Yes,3018399,564
3620,6/6/2018,20,23.4,64,1.8,1144,16.1,,0.0,0.0,Summmer,Holiday,Yes,11722139,2220
3621,24/01/2018,21,-14.7,40,3.2,1933,-25.3,0.0,0.0,0.7,Wonter,No Holiday,Yes,896293,117
3622,6/8/2018,2,28.6,80,1.2,1163,24.8,0.0,0.0,0.0,Sumer,No Holiday,Yes,1820328,322
3623,3/1/2018,1,-5.0,42,1.2,1993,-15.9,0.0,0.0,0.0,Wonter,No Holiday,Yes,1342247,157
3624,18/05/2018,0,19.3,97,1.8,523,18.8,,1.0,0.0,Spriing,No Holiday,Yes,1342870,136
3625,3/2/2018,21,-9.1,38,2.7,2000,-20.8,0.0,0.0,0.0,Wonter,No Holiday,Yes,1079970,87
3626,21/08/2018,21,26.8,72,0.4,1985,21.3,0.0,0.0,0.0,Sumer,No Holiday,Yes,11567292,2159
3627,13/10/2018,18,16.5,38,1.6,1246,2.1,0.14,0.0,0.0,Autmn,No Holiday,Yes,9278336,1763
3628,30/09/2018,18,18.3,34,3.3,2000,2.1,,0.0,0.0,Autmn,No Holiday,No,294878,0
3629,6/10/2018,-4,12.8,58,1.7,1407,5.2,0.68,0.1,0.1,Sprng,No Holiday,Yes,3679210,602
3630,11/10/2018,18,12.1,40,2.4,1854,-1.1,0.18,0.0,0.0,Autmn,No Holiday,Yes,12264580,2364
3631,9/8/2018,22,27.5,82,0.4,1228,24.1,0.0,0.0,0.0,Sumer,No Holiday,Yes,8542886,1573
3632,24/01/2018,22,-15.2,45,4.0,2000,-24.4,0.0,0.0,0.7,Winteer,No Holiday,Yes,1521338,130
3633,11/10/2018,-2,12.0,59,1.8,1457,5.4,0.49,0.3,0.1,Winter,No Holiday,No,2029499,311
3634,18/08/2018,-5,12.5,58,1.7,1452,4.2,,0.2,0.1,Sumer,No Holiday,No,12447403,2463
3635,24/09/2018,16,22.0,31,2.7,2000,4.0,1.87,0.0,0.0,Autmn,Holiday,Yes,7924821,1441
3636,16/12/2017,13,-3.7,23,4.0,1980,-21.8,1.12,0.0,0.0,Wintr,No Holiday,Yes,2273819,298
3637,13/12/2017,3,-10.9,55,1.8,1913,-18.1,0.0,0.0,0.0,Winter,No Holiday,Yes,1124463,69
3638,17/08/2018,15,33.5,26,2.1,2000,11.3,2.9,,0.0,Summer,No Holiday,Yes,6017869,1032
3639,28/01/2018,6,-7.8,35,1.9,2000,-20.6,,0.0,0.0,Winter,No Holiday,Yes,1169881,36
3640,21/11/2018,2,6.9,87,0.7,822,4.8,0.0,0.0,0.0,Autum,No Holiday,Yes,1664823,136
3641,7/5/2018,-7,13.7,58,1.8,1391,3.7,0.49,0.1,0.1,Auttumn,No Holiday,No,12729548,2372
3642,17/01/2018,23,2.7,74,0.8,291,-1.4,0.0,0.0,0.0,Wintr,No Holiday,Yes,1349538,241
3643,6/10/2018,19,19.7,72,,2000,14.5,0.0,0.0,0.0,Autmn,No Holiday,Yes,9968360,1815
3644,26/10/2018,-9,13.5,58,1.9,1449,4.3,0.67,0.2,0.1,Winter,No Holiday,No,3949454,712
3645,20/12/2017,4,-8.5,73,1.0,1723,-12.4,0.0,0.0,2.0,Winter,No Holiday,Yes,865954,39
3646,30/07/2018,4,26.7,62,1.0,2000,18.8,0.0,0.0,0.0,Summmer,No Holiday,Yes,1856120,223
3647,4/1/2018,19,-2.7,39,1.4,1616,-14.7,0.0,0.0,0.0,Wintr,No Holiday,Yes,2474930,456
3648,14/01/2018,21,3.1,58,0.4,936,-4.3,0.0,0.0,0.0,Winteer,No Holiday,Yes,1335743,236
3649,21/06/2018,0,20.0,83,2.6,547,17.0,,0.0,0.0,Summmer,No Holiday,Yes,6164076,1149
3650,18/03/2018,11,8.5,49,0.7,718,-1.6,0.76,,0.0,Spriing,No Holiday,Yes,3706297,584
3651,12/2/2018,1,-7.9,52,3.7,1961,-16.0,,0.0,0.0,Wintr,No Holiday,Yes,1227977,78
3652,17/11/2018,12,9.1,34,1.0,1802,-5.9,1.95,0.0,0.0,Autumn,No Holiday,Yes,5931394,1060
3653,8/1/2018,1,0.9,42,0.2,1333,-10.5,0.0,0.0,0.0,Winteer,No Holiday,Yes,1511734,130
3654,2/9/2018,3,21.5,61,1.3,2000,13.6,0.0,0.0,0.0,Autum,No Holiday,Yes,2883535,429
3655,4/11/2018,11,14.8,46,2.0,768,3.2,1.83,0.0,0.0,Autmn,No Holiday,Yes,5766796,993
3656,9/7/2018,2,22.7,63,0.9,2000,15.2,0.0,0.0,0.0,Sumer,No Holiday,Yes,2756312,399
3657,12/8/2018,0,29.9,56,2.0,2000,20.1,,0.0,0.0,Summr,No Holiday,Yes,6072333,1028
3658,27/01/2018,12,-7.7,32,2.5,1763,-21.5,1.13,0.0,0.3,Wonter,No Holiday,Yes,1613839,136
3659,13/03/2018,3,5.5,62,0.6,722,-1.2,,0.0,0.0,Spriing,No Holiday,Yes,1176133,110
3660,29/04/2018,13,21.9,27,2.2,1055,2.0,,0.0,0.0,Spring,No Holiday,Yes,8584860,1661
3661,11/10/2018,15,13.0,39,3.7,2000,-0.6,1.09,0.0,0.0,Autmn,No Holiday,Yes,6196673,1046
3662,3/9/2018,21,21.6,97,0.5,646,21.0,0.0,0.5,0.0,Autum,No Holiday,Yes,1456498,128
3663,8/9/2018,11,24.2,41,1.5,1818,10.1,2.62,0.0,0.0,Auttumn,No Holiday,Yes,6528732,1223
3664,12/6/2018,22,20.0,70,1.0,2000,14.3,0.0,0.0,0.0,Summmer,No Holiday,Yes,12119396,2301
3665,27/05/2018,11,22.3,33,1.8,1853,0.0,1.54,0.0,0.0,Spring,No Holiday,Yes,5713084,974
3666,14/01/2018,8,-3.8,79,0.8,412,-6.9,0.0,0.0,0.0,Wonter,No Holiday,Yes,562464,73
3667,13/12/2017,13,-5.8,28,2.9,1887,-21.4,1.23,0.0,0.0,Winter,No Holiday,Yes,1696597,275
3668,12/8/2018,18,33.4,49,1.6,1971,21.2,0.25,0.0,0.0,Sumer,No Holiday,Yes,6876451,1293
3669,27/07/2018,15,35.3,52,1.9,822,23.9,2.15,0.0,0.0,Summmer,No Holiday,Yes,4288831,769
3670,8/12/2017,18,-3.1,33,1.2,2000,-17.1,0.0,0.0,0.0,Wintr,No Holiday,Yes,4619555,770
3671,27/07/2018,9,29.9,69,1.5,769,23.5,1.12,0.0,0.0,Summmer,No Holiday,Yes,5144916,960
3672,10/1/2018,17,-6.5,34,4.0,2000,-19.8,0.31,0.0,0.0,Wintr,No Holiday,Yes,2354322,278
3673,30/07/2018,18,36.5,38,0.9,2000,19.8,1.17,0.0,0.0,Summmer,No Holiday,Yes,12397471,2406
3674,28/11/2018,17,7.6,23,2.9,1678,-12.2,0.25,0.0,0.0,Autmn,No Holiday,Yes,5901897,1041
3675,25/10/2018,23,,59,0.8,1602,4.6,0.0,0.0,0.0,Autum,No Holiday,Yes,4948510,937
3676,14/09/2018,5,20.7,77,0.9,2000,16.5,0.0,0.0,0.0,Auttumn,No Holiday,Yes,2151190,246
3677,11/5/2018,20,16.7,52,0.9,1328,6.7,0.0,0.0,0.0,Sproing,No Holiday,Yes,7318149,1270
3678,6/3/2018,14,9.2,27,2.9,1880,-8.8,2.32,0.0,0.0,Spring,No Holiday,Yes,3214032,565
3679,3/10/2018,12,21.4,40,1.4,1973,7.2,2.53,0.0,0.0,Autumn,Holiday,Yes,8116235,1585
3680,18/04/2018,12,16.5,17,3.3,1819,-8.6,3.13,0.0,0.0,Sprng,No Holiday,Yes,5897444,1041
3681,4/10/2018,9,16.7,58,1.8,1821,8.3,1.22,0.0,0.0,Autumn,No Holiday,No,135503,0
3682,7/12/2017,13,4.1,37,3.1,1767,-9.3,1.14,0.0,0.0,Winteer,No Holiday,Yes,2887712,409
3683,27/05/2018,20,20.6,41,2.3,1788,6.8,0.09,0.0,0.0,Spriing,No Holiday,Yes,11423210,2103
3684,17/11/2018,5,1.1,75,0.6,1270,-2.8,0.0,0.0,0.0,Autum,No Holiday,Yes,763601,117
3685,17/02/2018,7,-6.8,32,1.6,2000,-20.7,0.0,0.0,0.0,Winter,Holiday,Yes,698534,29
3686,22/11/2018,18,4.1,46,2.7,2000,-6.5,,,0.0,Autum,No Holiday,Yes,8535938,1596
3687,15/04/2018,8,7.0,78,0.9,656,3.4,0.56,0.0,0.0,Spring,No Holiday,Yes,3057692,439
3688,23/10/2018,12,11.5,90,1.2,973,9.9,0.06,5.0,0.0,Autumn,No Holiday,Yes,2137679,337
3689,5/4/2018,21,7.3,96,,749,6.6,,1.0,0.0,Spring,No Holiday,Yes,964057,78
3690,29/08/2018,3,24.5,87,4.3,1985,22.1,,0.0,0.0,Sumer,No Holiday,Yes,944598,159
3691,9/11/2018,-5,14.0,60,1.7,1437,4.7,0.53,0.2,0.1,Spring,Holiday,Yes,1810312,168
3692,28/10/2018,14,12.4,72,1.9,1860,7.4,,0.0,0.0,Autmn,No Holiday,Yes,5596304,1013
3693,11/5/2018,-4,11.6,60,1.8,1421,3.1,0.49,0.2,0.1,Sproing,No Holiday,No,3017852,445
3694,14/09/2018,16,26.3,57,1.6,2000,17.0,,,0.0,Autmn,No Holiday,Yes,8190381,1579
3695,25/12/2017,22,-1.3,53,1.7,2000,-9.6,0.0,,0.0,Wonter,Holiday,Yes,1658320,207
3696,13/03/2018,0,6.4,62,0.7,506,-0.3,,0.0,0.0,Sprng,No Holiday,Yes,2237171,348
3697,23/09/2018,21,19.1,38,2.1,2000,4.4,0.0,0.0,0.0,Autmn,Holiday,Yes,5837640,1141
3698,23/02/2018,6,0.4,95,0.3,197,-0.3,0.0,0.0,3.8,Winter,No Holiday,Yes,495164,60
3699,11/9/2018,23,20.9,53,1.8,2000,10.9,,0.0,0.0,Autum,No Holiday,Yes,6861894,1277
3700,3/7/2018,14,31.0,56,1.5,2000,21.1,1.47,0.0,0.0,Sumer,No Holiday,Yes,5286842,1016
3701,28/04/2018,23,12.3,51,1.0,1648,2.4,0.0,0.0,0.0,Sprng,No Holiday,Yes,4948567,890
3702,12/1/2018,16,-5.8,21,1.1,2000,-24.6,0.66,0.0,0.0,Wintr,No Holiday,Yes,1235249,192
3703,16/12/2017,0,-2.6,73,3.4,787,-6.7,0.0,0.0,0.0,Wonter,No Holiday,Yes,2029806,232
3704,13/02/2018,-8,,58,1.8,1398,3.5,0.47,0.3,0.0,Wintr,No Holiday,No,9435076,1788
3705,6/12/2017,23,1.3,92,0.6,209,0.1,0.0,0.0,1.0,Wintr,No Holiday,Yes,1392092,219
3706,9/1/2018,20,-4.9,59,0.6,1992,-11.6,0.0,0.0,0.0,Wintr,No Holiday,Yes,2271898,284
3707,9/6/2018,22,21.0,75,1.3,2000,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,4173447,720
3708,20/08/2018,2,26.3,65,0.3,2000,19.1,0.0,0.0,0.0,Sumer,No Holiday,Yes,1994304,343
3709,6/1/2018,11,-1.6,35,2.1,1812,-15.1,0.87,,0.0,Wonter,No Holiday,Yes,1449653,250
3710,9/4/2018,7,0.6,97,1.3,66,0.1,0.05,0.0,0.0,Spriing,No Holiday,Yes,3640210,666
3711,8/1/2018,5,0.8,42,1.0,1394,-10.6,0.0,0.0,0.0,Wonter,No Holiday,Yes,873670,60
3712,23/03/2018,20,6.7,48,2.6,774,-3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,4899041,799
3713,24/12/2017,9,4.6,94,0.9,90,3.7,0.0,6.4,0.0,Winter,Holiday,Yes,340823,3
3714,27/06/2018,20,24.2,72,,833,18.8,0.03,0.0,0.0,Summmer,No Holiday,Yes,11934412,2352
3715,16/10/2018,13,19.4,31,2.0,1862,1.8,2.02,,0.0,Autmn,No Holiday,Yes,6541262,1132
3716,5/10/2018,18,16.7,96,1.6,1461,16.0,0.03,1.0,0.0,Auttumn,No Holiday,Yes,775126,79
3717,15/06/2018,11,22.9,57,1.4,1918,13.9,2.24,0.0,0.0,Summr,No Holiday,Yes,5744209,1124
3718,13/05/2018,23,13.0,89,1.3,326,11.2,0.0,0.0,0.0,Sproing,No Holiday,Yes,4515000,834
3719,15/06/2018,-7,12.2,56,1.7,1457,4.4,0.48,0.1,0.1,Wintr,No Holiday,No,5361855,1014
3720,30/05/2018,14,24.3,58,2.9,1211,15.5,2.92,,0.0,Sproing,No Holiday,Yes,6466432,1107
3721,21/07/2018,18,35.0,42,2.9,1953,20.1,1.26,0.0,0.0,Summr,No Holiday,Yes,6500591,1209
3722,19/01/2018,8,,50,1.0,1281,-11.5,0.0,0.0,0.0,Winteer,No Holiday,Yes,4478294,710
3723,18/11/2018,12,9.2,47,2.5,1910,-1.5,,0.0,0.0,Auttumn,No Holiday,Yes,4272138,761
3724,22/10/2018,23,12.0,59,0.4,685,4.2,0.0,0.0,0.0,Autmn,No Holiday,Yes,5631564,1030
3725,25/09/2018,3,12.7,67,0.5,2000,6.7,0.0,0.0,0.0,Autum,Holiday,Yes,1248979,215
3726,27/05/2018,-7,13.9,57,1.7,1418,4.2,0.59,0.2,0.1,Spring,No Holiday,Yes,4880682,894
3727,28/07/2018,-5,13.3,59,1.7,1422,4.5,0.5,0.2,0.1,Summmer,No Holiday,No,6889044,1334
3728,22/11/2018,1,2.1,39,3.2,1299,-10.4,0.0,0.0,0.0,Auttumn,No Holiday,Yes,2789936,409
3729,15/10/2018,5,11.1,79,0.3,1140,7.5,,0.0,0.0,Auttumn,No Holiday,Yes,1587927,212
3730,5/11/2018,22,11.6,81,1.2,336,8.4,0.0,0.0,0.0,Autum,No Holiday,Yes,6916339,1240
3731,25/06/2018,10,26.4,55,0.9,901,16.6,,0.0,0.0,Summr,No Holiday,Yes,5070587,938
3732,24/10/2018,4,9.0,87,0.6,972,6.9,0.0,0.0,0.0,Auttumn,No Holiday,Yes,1238310,152
3733,1/7/2018,7,22.1,89,0.5,1617,20.1,0.08,,0.0,Summmer,No Holiday,Yes,1061291,32
3734,16/07/2018,17,,46,3.1,1926,19.8,1.89,0.0,0.0,Summmer,No Holiday,Yes,8192174,1526
3735,3/5/2018,12,14.1,59,3.9,1870,6.1,1.12,0.0,0.0,Sproing,No Holiday,Yes,4391816,819
3736,8/10/2018,23,13.5,55,0.5,2000,4.6,0.0,0.0,0.0,Auttumn,No Holiday,Yes,6793837,1172
3737,29/10/2018,7,4.6,76,0.7,2000,0.7,0.0,0.0,0.0,Auttumn,No Holiday,Yes,6404743,1082
3738,25/06/2018,14,32.3,35,1.8,982,14.8,2.71,0.0,0.0,Summer,No Holiday,Yes,5997569,1047
3739,12/6/2018,13,25.7,46,0.8,2000,13.2,3.18,,0.0,Summr,No Holiday,Yes,6782648,1181
3740,30/01/2018,0,-10.0,34,1.1,2000,-22.9,0.0,0.0,0.0,Wonter,No Holiday,Yes,1350633,107
3741,28/11/2018,19,6.0,24,3.0,1861,-13.0,0.0,0.0,0.0,Autmn,No Holiday,Yes,5356457,1030
3742,9/10/2018,13,19.2,39,1.0,2000,4.8,1.66,0.0,0.0,Auttumn,Holiday,No,223192,0
3743,12/1/2018,15,-6.5,26,2.4,1987,-22.8,,0.0,0.0,Wintr,No Holiday,Yes,1067218,171
3744,15/06/2018,15,26.7,40,1.6,1995,11.9,2.42,0.0,0.0,Sumer,No Holiday,Yes,7776866,1454
3745,24/07/2018,16,34.9,51,2.0,1221,23.2,0.76,0.0,0.0,Summmer,No Holiday,Yes,4469024,846
3746,15/05/2018,18,27.5,47,2.5,1113,15.1,0.43,0.0,0.0,Sprng,No Holiday,Yes,15089833,2954
3747,31/03/2018,10,14.7,53,0.9,831,5.2,1.59,0.0,0.0,Sproing,No Holiday,Yes,4231911,652
3748,29/01/2018,11,-8.1,24,3.6,1761,-25.1,,0.0,0.0,Winter,No Holiday,Yes,1044258,169
3749,20/09/2018,3,19.6,72,1.7,1140,14.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1800757,330
3750,11/5/2018,5,11.9,84,1.5,358,9.2,0.0,0.0,0.0,Sprng,No Holiday,Yes,1472044,223
3751,7/7/2018,8,21.2,52,1.6,1998,10.9,1.2,0.0,0.0,Summer,No Holiday,Yes,5235180,897
3752,7/9/2018,-2,12.3,59,1.7,1378,4.7,0.67,,0.1,Auttumn,No Holiday,Yes,10352882,1974
3753,11/9/2018,18,24.7,45,0.7,2000,11.9,,0.0,0.0,Auttumn,No Holiday,Yes,16493023,3197
3754,12/10/2018,-6,12.4,58,1.7,1455,3.8,0.64,0.2,0.1,Autmn,Holiday,No,4952521,846
3755,25/12/2017,15,0.4,28,2.5,2000,-16.0,0.9,0.0,0.0,Wonter,Holiday,Yes,1965126,284
3756,21/11/2018,8,,86,0.9,450,4.2,0.03,0.0,0.0,Autmn,No Holiday,Yes,9013552,1631
3757,18/06/2018,18,29.2,35,2.7,1900,12.1,1.27,0.0,0.0,Summmer,No Holiday,Yes,12251082,2394
3758,23/05/2018,13,20.9,33,3.9,1853,4.0,3.52,0.0,0.0,Sprng,No Holiday,Yes,6138592,1174
3759,19/10/2018,1,9.8,68,1.7,2000,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,3796104,669
3760,17/07/2018,18,31.3,55,2.5,1550,21.1,1.2,0.0,0.0,Summr,No Holiday,Yes,15160768,2843
3761,7/9/2018,23,19.4,50,2.8,2000,8.6,0.0,0.0,0.0,Auttumn,No Holiday,Yes,7222237,1338
3762,12/8/2018,3,28.5,62,1.6,2000,20.5,0.0,0.0,0.0,Summr,No Holiday,Yes,2285574,410
3763,20/03/2018,2,,44,3.4,2000,-6.1,0.0,,0.0,Sproing,No Holiday,Yes,1130825,166
3764,28/06/2018,16,25.2,81,3.6,961,21.6,,0.0,0.0,Summmer,No Holiday,Yes,4730945,778
3765,9/12/2017,6,-5.1,53,0.9,1975,-13.2,0.0,0.0,0.0,Wonter,No Holiday,Yes,584206,62
3766,16/06/2018,17,28.4,43,2.0,1806,14.6,1.93,0.0,0.0,Summr,No Holiday,Yes,12482329,2369
3767,6/10/2018,1,16.7,89,2.4,1814,14.8,0.0,1.0,0.0,Autumn,No Holiday,No,565477,0
3768,23/03/2018,22,5.3,63,,591,-1.1,0.0,0.0,0.0,Sprng,No Holiday,Yes,3531372,653
3769,19/06/2018,-10,13.0,58,1.7,1402,4.4,0.58,0.1,0.0,Winter,No Holiday,Yes,7600218,1473
3770,28/03/2018,16,18.3,43,4.3,1931,5.4,1.3,0.0,0.0,Spring,No Holiday,Yes,5798192,961
3771,26/05/2018,7,15.0,64,0.6,902,8.2,0.46,0.0,0.0,Spriing,No Holiday,Yes,2628749,473
3772,27/03/2018,7,8.5,67,0.7,475,2.7,,0.0,0.0,Spring,No Holiday,Yes,3777776,645
3773,5/3/2018,1,7.0,88,,2000,5.1,0.0,,0.0,Sproing,No Holiday,Yes,389579,17
3774,12/10/2018,11,,38,2.7,2000,-1.0,2.3,0.0,0.0,Autumn,No Holiday,Yes,5605054,1004
3775,18/02/2018,0,-3.6,33,1.7,2000,-17.5,0.0,0.0,0.0,Wonter,No Holiday,Yes,845317,105
3776,30/03/2018,0,11.8,78,0.6,438,8.0,0.0,0.0,0.0,Sprng,No Holiday,Yes,2864334,495
3777,2/7/2018,-3,13.2,59,1.7,1418,5.2,0.65,0.2,0.1,Spriing,No Holiday,Yes,2205408,396
